Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,477,Poulet-Pilon,10.07,Viandes_Poissons,Volaille,brut,70-90g,Kg,3.45 €,kg,1,15,103,26.00,0,9.57,796,190,2.26,0,0.30
EMApp,478,Pignon de pin,10.14,Epicerie,Epicerie,déshydraté,,kg,25.29 €,kg,1,6.20,9,13.70,5.58,65.40,2870,695,4.63,3.59,1
EMApp,479,Petit suisse,10.12,BOF,Fromages ultrafrais,brut,nature 40%MG,colis,0.15 €,piece,0.060,111,31,9.40,3.30,10.10,592.30,141.70,6.40,3.30,1
EMApp,480,Petit suisse,10.12,BOF,Fromages ultrafrais,brut,20% MG nature,colis,0.13 €,piece,0.060,117,16,9.85,3.50,5.30,433,103,3.66,3.50,1
EMApp,481,Petit suisse,10.12,BOF,Fromages ultrafrais,brut,pot sucré,colis,0.14 €,piece,0.060,97.60,27.20,6.20,14.30,5.51,562,134,2.80,13.90,1
EMApp,482,Petit pot parfum assorti,10.04,Surgelés,Surgelé dessert,surgelé,90g,unité,0.13 €,piece,0.090,115,56.10,2.90,25.10,10.60,873,209,0,0,0.90
EMApp,483,Petit pois très fin,10.14,Epicerie,Epicerie,appertisé,,kg,1.16 €,kg,1,23.90,259,5.36,12.70,0.40,368,87.30,0.14,1.77,1
EMApp,484,Petit pois très fin,10.03,Surgelés,Surgelé légume,surgelé,,kg,1.15 €,kg,1,33.50,167,6.50,13.50,0.20,347,82,0,0,0.90
EMApp,485,Persil,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,10 €,kg,1,190,90.70,3.00,4.57,0.84,194,47,0,0,0.50
EMApp,486,Perche,10.02,Surgelés,Surgelé poisson,surgelé,,Kg,5.15 €,kg,1,73,57.50,24.70,0,3.42,546,130,0,0,0.90
EMApp,487,Perche,10.08,Viandes_Poissons,Poisson,brut,,Kg,5.49 €,kg,1,73,38.30,24.70,0,3.42,546,130,0,0.15,0.50
EMApp,488,Penne Rigate,10.14,Epicerie,Epicerie,déshydraté,,,3.51 €,kg,1,17,115,12.12,74.25,1.87,1602,377,0.25,1.17,1
EMApp,489,Pêche melba,10.04,Surgelés,Surgelé dessert,surgelé,120ml,unité,0.22 €,piece,0.120,62.30,25.10,1.60,29.80,5.80,748,178,0,0,1
EMApp,490,Pêche au sirop,10.14,Epicerie,Epicerie,appertisé,,Kg,1.54 €,kg,1,4,3.33,0.35,17.60,0.05,319,75,0.01,15,1
EMApp,491,Pêche,10.09,Fruits_et_légumes,Fruits,cuit sous vide,oreillon,Kg,1.80 €,kg,1,6.10,2.22,0.70,11.30,0.25,225,53,0.02,11.30,1
EMApp,492,Pêche,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.80 €,kg,1,6.10,2.22,0.70,11.30,0.25,225,53,0.02,11.30,0.90
EMApp,493,Dinde-Pavé (filet),10.07,Viandes_Poissons,Volaille,brut,120-140g,Kg,6.30 €,kg,1,11,73.70,28.50,0,1.44,538,127,0.40,0,0.90
EMApp,494,Paupiette du pêcheur,10.04,Surgelés,Surgelé poisson,surgelé,125g,Kg,4.46 €,kg,1,0,0,12.00,5,6,511,122,0,0,1
EMApp,495,Veau-Paupiette surgelé,10.01,Surgelés,Surgelé viande,surgelé,140g,Kg,3.12 €,kg,1,27.60,1860,16.00,3.60,15,959,228,0,0,0.80
EMApp,496,Veau-Paupiette surgelé,10.01,Surgelés,Surgelé viande,surgelé,100g,Kg,3.21 €,kg,1,27.60,1860,16.00,3.60,15,959,228,0,0,0.80
EMApp,497,Paupiette de volaille,10.07,Surgelés,Surgelé viande,brut,,Kg,5.50 €,kg,1,27.60,719,14.40,9.47,7.58,696,166,0.79,0,0.80
EMApp,498,Pâte multicolore,10.14,Epicerie,Epicerie,déshydraté,,kg,2.39 €,kg,1,17,115,12.12,74.25,1.87,1602,377,0.25,1.17,2
EMApp,499,Fromage-Pate fraiche ail et fh,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,portion,kg,0.15 €,piece,0.025,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,500,Fromage-Pate fraiche ail et fh,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,cuisine,Kg,8.35 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,501,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,4 poivres,barquette,4.49 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,502,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,portion,barquette,0.11 €,piece,0.025,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,503,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,nature,barquette,4.05 €,kg,1,100,550,7.86,2,42,1740,423,27.10,2,1
EMApp,504,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,curry,barquette,4.55 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,505,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,bacon,barquette,4.85 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,506,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,raifort,barquette,4.55 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,507,Fromage-Pate fraiche,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,olive noire,barquette,4.55 €,kg,1,94.80,504,7.86,3.44,36.70,1570,381,22.60,3.44,1
EMApp,508,Pâte feuilletée,10.06,Surgelés,Surgelé pâtisserie,surgelé,2.8mm,unité,3.65 €,piece,0.714,90,627,5.30,32.70,26.30,1616,388,0,0,1
EMApp,509,Pâté en croûte,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,14 €,kg,1,19.70,662,12.10,18.70,17.90,1190,285,8.58,0,1
EMApp,510,Pâté de lapin,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,16.50 €,kg,1,12.50,341,14.80,2,23,1140,274,6.54,0,1
EMApp,511,Pâté de foie de volaille,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,14.90 €,kg,1,10,386,11.90,6,18,970,234,4,0,1
EMApp,512,Pâté de foie de porc,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,8.50 €,kg,1,28.20,660,10.60,2.30,32.70,1430,346,11.90,0,1
EMApp,513,Pâté de campagne,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,13.90 €,kg,1,26.10,1190,14.70,3.47,28.90,1380,333,10.40,0,1
EMApp,514,Pâte à lasagne,10.14,Epicerie,Epicerie,déshydraté,,kg,0.99 €,kg,1,17,115,12.12,47.25,1.87,1602,377,0.25,1.17,1
EMApp,515,Pâte tagliatelle,10.14,Epicerie,Epicerie,déshydraté,,kg,3.72 €,kg,1,17,115,12.12,74.25,1.87,1602,377,0.25,1.17,1
EMApp,516,Pastèque,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.75 €,kg,1,0.77,0.29,0.60,7.28,0.08,144,34,0.01,6.29,0.60
EMApp,517,Fromage-Parmesan bloc,10.12,BOF,Fromages affinés à pâte dure,brut,bloc,kg,16.39 €,kg,1,1200,1090,39.40,1.87,30.90,1840,441,18.80,0.40,1
EMApp,518,Fromage-Parmesan,10.12,BOF,Fromages affinés à pâte dure,brut,rapé,kg,20.07 €,kg,1,1200,1090,39.40,1.87,30.90,1840,441,18.80,0.40,1
EMApp,519,Fromage-Parmesan,10.12,BOF,Fromages affinés à pâte dure,brut,copeau,kg,22 €,kg,1,1200,1090,39.40,1.87,30.90,1840,441,18.80,0.40,1
EMApp,520,Paprika,10.14,Epicerie,Epicerie,déshydraté,,Kg,5.29 €,kg,1,0,0,14.80,55.70,12.90,1208,289,0,0,1
EMApp,521,Papaye,10.10,Fruits_et_légumes,Fruits,brut,,Kg,4.70 €,kg,1,22.50,5.67,0.56,7.81,0.22,183,43,0.06,7.81,0.60
EMApp,522,Panais,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,4.38 €,kg,1,57,0,1.70,16,0.40,309,74,0,0,1
EMApp,523,Panais,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.25 €,kg,1,57,0,1.70,16,0.40,309,74,0,0,0.80
EMApp,524,Pamplemousse,10.10,Fruits_et_légumes,Fruits,brut,,unité,0.48 €,piece,0.400,23.30,2.65,0.80,6.20,0.10,152,36,0.03,6.20,0.60
EMApp,525,Agneau-Palette,10.07,Viandes_Poissons,Agneau,brut,,Kg,9.60 €,kg,1,0,0,21.00,0,12,803,192,6.39,0,0.80
EMApp,526,Palet au chocolat,10.14,Epicerie,Epicerie,déshydraté,,Kg,2.89 €,kg,1,26.20,313,7.55,64.80,21.50,2040,486,12.20,24.50,1
EMApp,527,Paleron,10.07,Viandes_Poissons,Bœuf,brut,,Kg,8.90 €,kg,1,0,0,20.10,0,6.53,583,139,2.59,0,0.80
EMApp,528,Pain hamburger,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.16 €,piece,0.055,231,498,9.81,40.90,5.98,1100,260,2.56,5.36,1
EMApp,529,Pain d'épice,10.14,Epicerie,Epicerie,déshydraté,,Unité,6 €,kg,1,4,162,2.98,71.70,2.39,1380,326,0.23,44.90,1
EMApp,530,Pain de mie,10.14,Epicerie,Epicerie,déshydraté,,Unité,1.50 €,kg,1,115,498,8.20,49.20,4.70,1190,281,1.14,5.36,1
EMApp,531,Pain de campagne,10.14,Epicerie,Epicerie,déshydraté,,Unité,4.80 €,kg,1,39.20,525,7.54,52.30,0.95,1090,258,0.27,1.80,1
EMApp,532,Pain de 4 livres,10.14,Epicerie,Epicerie,déshydraté,,kg,2.10 €,kg,1,39.20,525,7.54,52.30,0.95,1090,258,0.27,1.80,1
EMApp,533,Pain a kebab,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.25 €,piece,0.110,53,530,8.33,53.40,1.25,1110,261,0,0,1
EMApp,534,Oseille,10.10,Fruits_et_légumes,Légumes,brut,epluchée,botte,7.30 €,kg,1,44,4,2.00,0.30,0.70,88,21,0,0,1
EMApp,535,Origan,10.14,Epicerie,Epicerie,déshydraté,,Boite,24 €,kg,1,416,0,8.70,55.80,10.90,1510,358,0,0,1
EMApp,536,Orange,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.02 €,kg,1,39,4.87,0.96,8.32,0.26,197,47,0.05,8.32,0.60
EMApp,537,Omelette,10.12,BOF,Oeufs et dérivés,cuit sous vide,individuelle,kg,3.80 €,piece,0.450,80.20,166,13.70,0.89,15.30,816,196,4.93,0.31,1
EMApp,538,Olive verte dénoyautée,10.14,Epicerie,Epicerie,appertisé,Boite 4/4,Boite 4/4,2.80 €,kg,1,36,1680,1.02,1.32,13.90,595,145,1.99,0,0.60
EMApp,539,Olive noire dénoyautée boite,10.14,Epicerie,Epicerie,appertisé,Boite 4/4,Boite 4/4,1.05 €,kg,1,58.40,886,0.92,1.71,14,663,162,1.42,0,0.60
EMApp,540,Olive noire boite,10.14,Epicerie,Epicerie,appertisé,Boite 4/4,Boite 4/4,0.95 €,kg,1,58.40,886,0.92,1.71,14,663,162,1.42,0,0.80
EMApp,541,Oignons,10.03,Surgelés,Surgelé légume,surgelé,emincé,Kg,0.83 €,kg,1,31,39,1.25,7.37,0.58,182,43,0,0,1
EMApp,542,Oignons,10.03,Surgelés,Surgelé légume,surgelé,grelot,Kg,1.40 €,kg,1,22,39,1.20,4.90,0.30,115,27,0,0,1
EMApp,543,Oignon rouge,10.09,Fruits_et_légumes,Légumes,cru sous vide,entier,Kg,3.45 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,1
EMApp,544,Oignon rouge,10.10,Fruits_et_légumes,Légumes,brut,emincé,Kg,2.95 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,1
EMApp,545,Oignon rouge,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.78 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,0.70
EMApp,546,Oignon,10.09,Fruits_et_légumes,Légumes,cru sous vide,emincé,Kg,2.11 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,1
EMApp,547,Oignon,10.09,Fruits_et_légumes,Légumes,cru sous vide,entier,Kg,3.50 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,1
EMApp,548,Oignon,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,3.50 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,1
EMApp,549,Oignon,10.10,Fruits_et_légumes,Légumes,brut,,Kg,3.95 €,kg,1,31,39,1.25,7.37,0.59,182,43,0.04,5.35,0.70
EMApp,550,Oie,10.07,Viandes_Poissons,Volaille,brut,,Kg,0.65 €,kg,1,12,113,29.10,0,17.50,1140,274,4.56,0,0.50
EMApp,551,Oeuf poché,10.12,BOF,Oeufs et dérivés,cuit sous vide,alveole,alveole,7.90 €,piece,0.050,68.20,79.30,12.50,0.71,9.47,575,138,2.99,0.47,1
EMApp,552,Oeuf poché,10.12,BOF,Oeufs et dérivés,cuit sous vide,seau,seau,6.80 €,kg,1,68.20,79.30,12.50,0.71,9.47,575,138,2.99,0.37,1
EMApp,553,Oeuf jaune liquide,10.12,BOF,Oeufs et dérivés,brut,2 litres,litre,4.69 €,litre,1,91.60,34.50,16.00,0.50,31,1430,345,8.48,0.50,1
EMApp,554,Oeuf frais - Entier,10.12,BOF,Oeufs et dérivés,brut,unite,carton,0.09 €,piece,0.050,68.60,128,12.30,0.70,10.30,602,145,2.74,0.68,0.90
EMApp,555,Oeuf entier liquide,10.12,BOF,Oeufs et dérivés,brut,outre,litre,2.54 €,litre,1,68.60,128,12.30,0.70,10.30,602,145,2.74,0.68,1
EMApp,556,Oeuf entier liquide,10.12,BOF,Oeufs et dérivés,brut,litre,litre,2.54 €,litre,1,68.60,128,12.30,0.70,10.30,602,145,2.74,0.68,1
EMApp,557,Oeuf dur écalé,10.12,BOF,Oeufs et dérivés,brut,seau,piece,0.14 €,piece,0.050,41,124,13.70,0.52,8.62,557,134,2.85,0.52,1
EMApp,558,Oeuf brouille,10.12,BOF,Oeufs et dérivés,cuit sous vide,poche 1 kg,kg,6.43 €,kg,1,57,224,13.80,0.87,16.20,849,204,6.59,0.87,1
EMApp,559,Nugget,10.04,Surgelés,Surgelé viande,surgelé,poulet,Kg,2.40 €,kg,1,16.40,676,24.80,3.41,11.50,919,220,0,0,0.80
EMApp,560,Nougatine,10.14,Epicerie,Epicerie,déshydraté,,Kg,5.40 €,kg,1,36.70,158,6.12,71.30,15.30,1890,450,2.12,64.10,1
EMApp,561,Noix de Pécan,10.14,Epicerie,Epicerie,déshydraté,,kg,24.56 €,kg,1,69.70,0.67,9.30,2.94,73.80,3040,739,6.77,2.64,1
EMApp,562,Noix de coco râpée,10.14,Epicerie,Epicerie,déshydraté,,kg,2.33 €,kg,1,18.40,32.50,6.64,9.27,65,2810,683,57.10,7.35,1
EMApp,563,Noix de cajou grillée salée,10.14,Epicerie,Epicerie,déshydraté,,kg,14.50 €,kg,1,41.80,272,19.80,21.80,49.10,2620,631,9.50,5.30,1
EMApp,564,Veau-Noix (rôti),10.07,Viandes_Poissons,Veau,brut,,Kg,14.90 €,kg,1,0,0,19.60,0,2.57,428,102,0.80,0,0.90
EMApp,565,Noix,10.14,Epicerie,Epicerie,déshydraté,,kg,7.17 €,kg,1,67.80,3,14.70,10.80,63.80,2880,698,5.73,3,1
EMApp,566,Noisette décortiquée,10.14,Epicerie,Epicerie,déshydraté,,kg,14.70 €,kg,1,135,9.97,16.40,5.62,63,2820,683,5.22,3.31,1
EMApp,567,Fromage-Neufchâtel,10.12,BOF,Fromages affinés à pâte molle,brut,entier,pièce,2.09 €,piece,0.250,117,334,9.15,3.49,22.80,1060,256,12.80,3.02,1
EMApp,568,Nem,10.04,Surgelés,Surgelé viande,surgelé,55g,unité,0.20 €,piece,0.055,28.60,531,8.42,19,13,975,234,0,0,0.80
EMApp,569,Nèfle du Japon,10.10,Fruits_et_légumes,Fruits,brut,,Kg,3.80 €,kg,1,16,2.67,0.41,12,0.27,235,56,0.04,12,0.50
EMApp,570,Nectarine,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.53 €,kg,1,4.85,1.84,1.40,7.69,0.10,180,43,0.01,7.62,0.90
EMApp,571,Navet,10.09,Fruits_et_légumes,Légumes,cru sous vide,batonnet,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,572,Navet,10.09,Fruits_et_légumes,Légumes,cru sous vide,lamelle,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.39,1
EMApp,573,Navet,10.09,Fruits_et_légumes,Légumes,cru sous vide,cube,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,574,Navet,10.09,Fruits_et_légumes,Légumes,cru sous vide,entier,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,575,Navet,10.10,Fruits_et_légumes,Légumes,brut,batonnet,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,576,Navet,10.10,Fruits_et_légumes,Légumes,brut,lamelle,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,577,Navet,10.10,Fruits_et_légumes,Légumes,brut,cube,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0,0,1
EMApp,578,Navet,10.10,Fruits_et_légumes,Légumes,brut,epluché,Kg,2.80 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,1
EMApp,579,Navet,10.10,Fruits_et_légumes,Légumes,brut,,Kg,1.70 €,kg,1,38.70,33.80,0.95,2.39,0.26,88,21,0.01,2.19,0.70
EMApp,580,Agneau-Navarin (sauté),10.07,Viandes_Poissons,Agneau,brut,,Kg,9.90 €,kg,1,11,70,22.30,0,10.90,782,187,6.39,0,1
EMApp,581,Nappage blond,10.14,Epicerie,Epicerie,déshydraté,,Kg,1.24 €,kg,1,0,0,0.00,62.50,0,1063,252,0,60,1
EMApp,582,Myrtille,10.10,Fruits_et_légumes,Fruits,brut,,Kg,20.80 €,kg,1,10,2.33,0.65,11.60,0.24,255,60,0.02,7.92,0.90
EMApp,583,Muscadet,10.14,Epicerie,Epicerie,,Liquide,Litre,3.14 €,litre,1,0,0,0.00,3.40,0,322,77,0,0,1
EMApp,584,Muscade,10.14,Epicerie,Epicerie,déshydraté,,kg,8.92 €,kg,1,0,0,5.80,49.30,36.30,2195,525,0,0,1
EMApp,585,Mûre noire,10.10,Fruits_et_légumes,Fruits,brut,,Kg,15.50 €,kg,1,37.50,6,1.37,9.70,0.20,209,49,0.01,8.10,1
EMApp,586,Fromage-Munster,10.12,BOF,Fromages affinés à pâte molle,brut,entier,kg,7.60 €,kg,1,350,682,23.40,1.12,27,1420,341,18.70,1,1
EMApp,587,Fromage-Mozzarella,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,pain,kg,7.01 €,kg,1,495,405,19.90,0.40,19.40,1090,261,12.30,0.40,1
EMApp,588,Fromage-Mozzarella,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,bille,kg,11.88 €,kg,1,495,405,19.90,0.40,19.40,1090,261,12.30,0.40,1
EMApp,589,Fromage-Mozzarella,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,cossette,kg,6.75 €,kg,1,495,405,19.90,0.40,19.40,1090,261,12.30,0.40,1
EMApp,590,Fromage-Mozzarella,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,tranche,kg,4.22 €,kg,1,495,405,19.90,0.40,19.40,1090,261,12.30,0.40,1
EMApp,591,Moutarde à l'ancienne,10.14,Epicerie,Epicerie,déshydraté,,kg,0.82 €,kg,1,91.20,2360,7.08,2.40,14,683,165,0.73,0.86,1
EMApp,592,Moutarde,10.14,Epicerie,Epicerie,déshydraté,,Kg,1.48 €,kg,1,91.20,2360,7.08,2.38,14,683,165,0.73,0.86,1
EMApp,593,Mousseux,10.14,Epicerie,Epicerie,,liquide,Litre,3.40 €,litre,1,9,1.40,0.00,0,0,300,72,0,0,1
EMApp,594,Préparation mousse vanille,10.14,Epicerie,Epicerie,déshydraté,,kg,8.91 €,kg,1,0,51,7.00,72,17,2000,470,15,58,1
EMApp,595,Mousse de Foie,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,2.48 €,kg,1,30.20,766,10.50,3.60,28.90,1310,3177,10.50,0,1
EMApp,596,Préparation mousse choco blanc,10.14,Epicerie,Epicerie,déshydraté,,kg,9.37 €,kg,1,0,165,10.00,68,19,2000,490,16,58,1
EMApp,597,Préparation mousse café,10.14,Epicerie,Epicerie,déshydraté,,kg,8.34 €,kg,1,0,165,8.00,73,13,1900,440,13,67,1
EMApp,598,Préparation mousse au citron,10.14,Epicerie,Epicerie,déshydraté,,kg,7.43 €,kg,1,0,165,7.00,72,17,2000,470,15,58,1
EMApp,599,Préparation mousse au chocolat,10.14,Epicerie,Epicerie,déshydraté,,kg,8.85 €,kg,1,0,51,11.00,60,14,1800,420,12,57,1
EMApp,600,Préparation nousse au Cappuccino,10.14,Epicerie,Epicerie,déshydraté,,kg,8.34 €,kg,1,0,393,8.00,68,16,1800,430,15,63,1
EMApp,601,Moule. cuite,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,5.70 €,kg,1,69.10,376,17.10,7.40,1.81,483,114,0.52,0,0.30
EMApp,602,Moule,10.02,Surgelés,Surgelé poisson,surgelé,coquille,Kg,2.27 €,kg,1,69.10,376,17.10,7.40,1.81,483,114,0,0,0.60
EMApp,603,Moule,10.02,Surgelés,Surgelé poisson,surgelé,decortiquées,Kg,2.86 €,kg,1,69.10,376,17.10,7.40,1.81,483,114,0,0,1
EMApp,604,Mortadelle,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,9.40 €,kg,1,36.50,851,14.10,1.40,27.90,1300,314,10.30,0,1
EMApp,605,Fromage-Morbier,10.12,BOF,Fromages affinés à pâte ferme,brut,bloc,kg,6.28 €,kg,1,760,990,23.60,3.14,26.90,1450,349,17.40,0,1
EMApp,606,Mirepoix,10.03,Surgelés,Surgelé légume,surgelé,bordelaise,Kg,1.41 €,kg,1,0,55,1.00,8,0.20,167.20,40,0,0,1
EMApp,607,Mirabelles au sirop,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,6.90 €,kg,1,13.70,5.70,1.00,16,0.10,296,70,0,15.40,1
EMApp,608,Mirabelle,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière denoyautée,Kg,4.55 €,kg,1,0,0,0.72,12.40,0.20,262,62,0,12.40,1
EMApp,609,Mirabelle,10.09,Fruits_et_légumes,Fruits,cuit sous vide,entière,Kg,3.50 €,kg,1,0,0,0.72,12.40,0.20,262,62,0,12.40,0.90
EMApp,610,Mirabelle,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.68 €,kg,1,0,0,0.72,12.40,0.20,262,62,0,12.40,0.90
EMApp,611,Fromage-Mimolette,10.12,BOF,Fromages affinés à pâte ferme,brut,bloc,kg,3.63 €,kg,1,860,1110,24.90,0,25.70,1380,331,16.60,0,1
EMApp,612,Mignonette,10.14,Epicerie,Epicerie,déshydraté,,kg,6.27 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,613,Miette de crabe,10.14,Epicerie,Epicerie,appertisé,,kg,5.09 €,kg,1,120,550,18.10,0.30,0.50,331,78.10,0.10,0,1
EMApp,614,Miel,10.14,Epicerie,Epicerie,déshydraté,,Kg,4.02 €,kg,1,7.93,4.11,0.39,81.10,0.06,1390,327,0,79.10,1
EMApp,615,Merlu,10.02,Surgelés,Surgelé poisson,surgelé,darne,Kg,3.11 €,kg,1,9.20,80,17.60,0,2.34,386,92,0,0,0.80
EMApp,616,Merlu,10.02,Surgelés,Surgelé poisson,surgelé,cœur,Kg,4.79 €,kg,1,9.20,80,17.60,0,2.34,386,92,0,0,1
EMApp,617,Filet de Merlu,10.08,Viandes_Poissons,Poisson,brut,,Kg,14.50 €,kg,1,41.80,80,21.20,0,3,471,112,0.14,0,0.50
EMApp,618,Merlan (filet),10.08,Viandes_Poissons,Poisson,brut,,Kg,11.60 €,kg,1,21,68,19.10,0,0.78,339,80,0.10,0,0.90
EMApp,619,Merguez mouton et bœuf,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,4.05 €,kg,1,35.90,925,19.80,0.21,22.60,1180,284,11.20,1.20,1
EMApp,620,Menthe,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,42 €,kg,1,217,25.30,3.61,3.37,0.79,202,49,0,0,1
EMApp,621,Melon,10.10,Fruits_et_légumes,Fruits,brut,,unité,0.60 €,piece,0.400,11.40,11.40,0.71,6.49,0.15,136,32,0.05,5.94,0.60
EMApp,622,Mayonnaise seau,10.14,Epicerie,Epicerie,appertisé,,kg,1.32 €,kg,1,10.30,368,1.51,1.92,79.30,2990,727,16.10,1.50,1
EMApp,623,Fromage-Mascarpone,10.12,BOF,Fromages non affinés et spécialités fromagères,brut,pot,pot,4.26 €,kg,1,100,80,4.80,4.80,41.50,1700,412,26,4.80,1
EMApp,624,Marron,10.14,Epicerie,Epicerie,appertisé,Boite 4/4,Boite 4/4,7 €,kg,1,21.10,52.10,2.00,26.10,1.25,562,133,0.25,3.90,1
EMApp,625,Fromage-Maroilles,10.12,BOF,Fromages affinés à pâte molle,brut,entier,kg,8.30 €,kg,1,335,933,28.20,0.10,26.40,1460,351,17.10,0,1
EMApp,626,Margarine,10.12,BOF,Margarines et matières grasses composées,brut,plaquette,kg,4.45 €,kg,1,3.05,170,0.05,0.20,81.60,3020,735,84.40,0,1
EMApp,627,Maquereaux vin blanc,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,14.95 €,kg,1,123,415,18.90,0,14.50,858,206,3.15,0,1
EMApp,628,Maquereaux moutarde,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,14.95 €,kg,1,22.90,405,16.90,1.50,15.20,875,210,3.92,1.50,1
EMApp,629,Poisson-Maquereau (entier),10.08,Viandes_Poissons,Poisson,brut,,Kg,16.25 €,kg,1,12.80,83,23.90,0,15.80,991,238,4.64,0,0.50
EMApp,630,Mangue,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.50 €,kg,1,12,2,0.70,13.60,0.20,269,64,0.06,13.10,0.60
EMApp,631,Mandarine,10.10,Fruits_et_légumes,Fruits,brut,,Kg,1.42 €,kg,1,25.20,6.46,0.80,9.19,0.19,205,49,0,9.19,0.70
EMApp,632,Fécule de maïs,10.14,Epicerie,Epicerie,déshydraté,,Kg,2.65 €,kg,1,1.55,1.70,7.90,74,1.80,1480,350,0.22,0,1
EMApp,633,Maïs,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,2.29 €,kg,1,5.40,235,2.90,17.80,1.40,436,103,0.16,3.54,1
EMApp,634,Magret canard,10.07,Viandes_Poissons,Volaille,brut,,Kg,18.40 €,kg,1,5,155,26.70,0,10.90,861,206,2.85,0,0.50
EMApp,635,Madère dénaturé,10.14,Epicerie,Epicerie,,Liquide,Litre,5.29 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
